id,ror,name,type,homepage_url,repos,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,country_code,country,region,city,latitude,longitude,associated_institutions,institution_role,funder_role,publisher_role,x_concepts,works_api_url,updated_date,created_date 
I4210132292,https://ror.org/03wxz7j86,Diamond Aircraft Industries (Austria),company,https://www.diamondaircraft.com/en/,,2,7,0,1,0,AT,Austria,,Wiener Neustadt,47.84355,16.249226,,I4210132292,,,"C17744445,C18918823,C41008148,C62520636,C95457728,C97355855,C119599485,C121332964,C127413603,C133118237,C136264566,C144133560,C146978453,C155202549,C162324750,C163258240,C166957645,C171146098,C199539241,C200288055,C205649164,C2780992000",https://api.openalex.org/works?filter=institutions.id:I4210132292,2023-06-08,2022-02-02
I4210137859,https://ror.org/04e7x9x31,Open Acting Academy,education,https://www.schauspielschule.at,,1,7,0,1,0,AT,Austria,,Vienna,48.193626,16.359447,,I4210137859,,,"C2524010,C15744967,C17744445,C19417346,C33923547,C38652104,C41008148,C41895202,C49774154,C50522688,C100609095,C107457646,C111472728,C138885662,C144024400,C154945302,C162324750,C165205368,C165696696,C199539241,C547764534,C2522767166,C2778496695",https://api.openalex.org/works?filter=institutions.id:I4210137859,2023-06-08,2022-02-02
I4210140981,https://ror.org/04aq7nt90,North Central Educational Service District,education,http://www.ncesd.org/,,3,7,1.0,2,0,US,United States,Washington,Wenatchee,47.463287,-120.32727,,I4210140981,,,"C71924100,C159110408,C2780829314,C41008148,C15744967,C3017886577,C144133560,C118552586,C127313418,C127413603,C138885662,C151730666,C162324750,C166957645,C187736073,C195094911,C199360897,C205649164,C509550671,C542102704,C2778476105,C2779343474,C2780876879,C2993797112,C11413529",https://api.openalex.org/works?filter=institutions.id:I4210140981,2023-06-08,2022-02-02
I4210143005,https://ror.org/03q9kkf91,Goddard Riverside,nonprofit,https://goddard.org/,,2,7,0,1,0,US,United States,New York,New York,40.787846,-73.970825,,I4210143005,,,"C15744967,C17744445,C18762648,C19417346,C33923547,C39549134,C41008148,C50522688,C62520636,C71924100,C77805123,C78519656,C97355855,C121332964,C127413603,C144024400,C145420912,C159110408,C162324750,C163258240,C178790620,C185592680,C199539241,C2522767166,C2776020993",https://api.openalex.org/works?filter=institutions.id:I4210143005,2023-06-08,2022-02-02
I4210144630,https://ror.org/04ap5hz50,VSE Corporation (United States),company,https://www.vsecorp.com/,,3,7,0,1,0,US,United States,Virginia,Alexandria,38.76754,-77.16255,,I4210144630,,,"C41008148,C127413603,C192562407,C124101348,C62464604,C62520636,C66938386,C76155785,C77088390,C94915269,C95457728,C98045186,C102130693,C111919701,C119599485,C119857082,C120665830,C121332964,C127313418,C136764020,C139002025,C142362112,C153349607,C159985019,C161191863",https://api.openalex.org/works?filter=institutions.id:I4210144630,2023-06-08,2022-02-02
I4210147156,https://ror.org/03t9p8264,Scandinavian Business Seating (Norway),company,http://www.sbseating.com/,,1,7,0,1,0,NO,Norway,,Oslo,59.92989,10.709692,,I4210147156,,,"C21547014,C39432304,C91375879,C127413603,C144133560,C162324750,C170154142,C205649164",https://api.openalex.org/works?filter=institutions.id:I4210147156,2023-06-08,2022-02-02
I4210148478,https://ror.org/05tv0zk25,The Food Group,nonprofit,https://thefoodgroupmn.org/,,2,7,4.0,1,0,US,United States,Minnesota,New Hope,45.049614,-93.388275,,I4210148478,,,"C143095724,C71924100,C151956035,C86803240,C95457728,C99454951,C166957645,C105795698,C118518473,C205649164,C549605437,C119857082,C126322002,C18903297,C33923547,C41008148,C2993342163,C31903555,C136264566,C142052008,C142724271,C144133560,C156957248,C162324750,C162853370",https://api.openalex.org/works?filter=institutions.id:I4210148478,2023-06-08,2022-02-02
I4210149975,https://ror.org/05sj65q02,THAP Group (United States),company,http://thapgroup.org/,,4,7,0,2,0,US,United States,Florida,Tampa,27.997755,-82.40292,,I4210149975,,,"C121332964,C41008148,C62520636,C154945302,C162324750,C17744445,C127413603,C15744967,C31972630,C205649164,C144133560,C55587333,C58640448,C71924100,C74650414,C77805123,C98444146,C104114177,C105339364,C111472728,C111919701,C115903868,C120665830,C127313418,C133725777",https://api.openalex.org/works?filter=institutions.id:I4210149975,2023-06-08,2022-02-02
I4210151355,https://ror.org/03ytvxz34,Crossroads Community Food Network,nonprofit,https://www.crossroadscommunityfoodnetwork.org/,,1,7,0,1,0,US,United States,Maryland,Takoma Park,38.97537,-77.013985,,I4210151355,,,"C15744967,C17744445,C18762648,C18903297,C19417346,C33923547,C37228920,C39432304,C50522688,C58640448,C62520636,C66204764,C78519656,C86803240,C91375879,C95457728,C97355855,C118518473,C121332964,C127413603,C144024400,C144133560,C145420912,C162324750,C162853370",https://api.openalex.org/works?filter=institutions.id:I4210151355,2023-06-08,2022-02-02
I4210154580,https://ror.org/055twxx49,SMC (United Kingdom),company,https://www.smcltd.com/,,3,7,0,2,0,GB,United Kingdom,,Cambridge,52.233845,0.146658,,I4210154580,,,"C17744445,C199539241,C127413603,C71924100,C41008148,C54355233,C60644358,C77805123,C86803240,C90924648,C110875604,C111919701,C121608353,C126322002,C136764020,C141071460,C142724271,C143998085,C161191863,C162324750,C168563851,C187736073,C203014093,C203092338,C204787440",https://api.openalex.org/works?filter=institutions.id:I4210154580,2023-06-08,2022-02-02
I4210158594,https://ror.org/051xm8t15,Riverside Clinical Research,healthcare,http://www.riversideclinicalresearch.com/home.html,,1,7,5.0,1,0,US,United States,Florida,Edgewater,28.999298,-80.91225,,I4210158594,,,"C27081682,C42219234,C60644358,C71924100,C86803240,C98274493,C126322002,C141071460,C142724271,C168563851,C197934379,C203092338,C204787440,C535046627,C2778375690",https://api.openalex.org/works?filter=institutions.id:I4210158594,2023-06-08,2022-02-02
I4210158721,https://ror.org/04vs0xj88,International Business College - Indianapolis,education,https://www.ibcindianapolis.edu/,,2,7,0,1,0,US,United States,Indiana,Indianapolis,39.88547,-86.041824,,I4210158721,,,"C2779969263,C31972630,C41008148,C53565203,C54355233,C55493867,C76155785,C86803240,C90856448,C94915269,C104317684,C106131492,C119599485,C120665830,C121332964,C2778961482,C18903297,C127313418,C127413603,C130217890,C140779682,C151730666,C185592680,C126831891,C132215390",https://api.openalex.org/works?filter=institutions.id:I4210158721,2023-06-08,2022-02-02
I4210162992,https://ror.org/05xgx1b08,Riga Building College,education,http://www.rck.lv/eng/index.php?sad=1&sub=4,,1,7,2.0,1,0,LV,Latvia,,Riga,56.94458,24.119314,,I4210162992,,,"C15744967,C33923547,C71924100,C86803240,C118552586,C126322002,C126838900,C134018914,C134306372,C142724271,C169760540,C169900460,C207886595,C2777348757,C2777655717,C2779134260,C2779226451,C2779369059,C2780130745,C2781041448",https://api.openalex.org/works?filter=institutions.id:I4210162992,2023-06-08,2022-02-02
I4210166237,https://ror.org/05sz2c943,Chiba Environment Foundation,other,https://www.ckz.jp/,,6,7,0,1,0,JP,Japan,,Chiba,35.603485,140.10326,,I4210166237,,,"C121332964,C39432304,C62520636,C86803240,C178790620,C185592680,C76177295,C18903297,C187320778,C75622301,C524765639,C537208039,C76886044,C127313418,C127413603,C107872376",https://api.openalex.org/works?filter=institutions.id:I4210166237,2023-06-08,2022-02-02
I4210088088,https://ror.org/0000v4966,Innovation Center Denmark,facility,http://icdk.um.dk/,,1,6,0,1,0,CN,China,,Shanghai,31.200096,121.39807,,I4210088088,,,"C18903297,C41008148,C70721500,C86803240,C111919701,C112698675,C130217890,C144133560,C150903083,C161191863,C505870484,C2776654248,C2780129039,C2909208804,C2992077199",https://api.openalex.org/works?filter=institutions.id:I4210088088,2023-06-08,2022-02-02
I4210091165,https://ror.org/00c7sr793,Tonbridge Cottage Hospital,healthcare,https://www.kentcht.nhs.uk/service/tonbridge-cottage-hospital/,,4,6,0,1,0,GB,United Kingdom,,Tonbridge,51.18025,0.277342,I4210119581,I4210091165,,,"C71924100,C162324750,C17744445,C199539241,C15744967,C75630572,C86803240,C99454951,C118552586,C134362201,C136264566,C136764020,C141071460,C142724271,C144133560,C159110408,C160735492,C161191863,C162853370,C166888038,C177713679,C180747234,C188147891,C194828623,C542102704",https://api.openalex.org/works?filter=institutions.id:I4210091165,2023-06-08,2022-02-02
I4210092477,https://ror.org/00k320b46,Ion Linac Systems (United States),company,https://ionlinacs.com/,,4,6,0,2,0,US,United States,New Mexico,Albuquerque,35.18067,-106.59768,,I4210092477,,,"C121332964,C147176958,C168834538,C185544564,C62520636,C66938386,C120665830,C127413603,C192562407,C180048950,C116915560,C185592680,C188224857,C54516573,C41008148,C145148216,C50774322,C152568617,C82706917,C178790620,C184779094,C2779259746,C73708358,C74064498,C74650414",https://api.openalex.org/works?filter=institutions.id:I4210092477,2023-06-08,2022-02-02
I4210092934,https://ror.org/00gprmt59,NetPort Science Park,nonprofit,http://www.netport.se/en,,4,6,0,1,0,SE,Sweden,,Karlshamn,56.164417,14.866252,,I4210092934,,,"C41008148,C154945302,C127413603,C199539241,C17744445,C86803240,C124101348,C121332964,C105795698,C205649164,C151730666,C38652104,C111919701,C144133560,C2779343474,C127313418,C166957645,C33923547,C95457728,C79158427,C81860439,C84525736,C97355855,C108827166,C111472728",https://api.openalex.org/works?filter=institutions.id:I4210092934,2023-06-08,2022-02-02
I4210093853,https://ror.org/00h8svb48,Fruitlands Museum,archive,https://fruitlands.thetrustees.org/,,2,6,0,2,0,US,United States,Massachusetts,Harvard,42.509453,-71.60998,,I4210093853,,,"C205649164,C95457728,C166957645,C95124753,C127313418,C138885662,C144024400,C151730666,C2776608160,C2549261,C2779343474,C86792732,C86803240",https://api.openalex.org/works?filter=institutions.id:I4210093853,2023-06-08,2022-02-02
I4210094193,https://ror.org/00hhh2m32,Hochtief (Qatar),company,https://www.hochtief-vicon.com/vicon_en/0.jhtml,,3,6,0,2,0,QA,Qatar,,Doha,25.2801,51.4934,I4210143131,I4210094193,,,"C17409809,C126255220,C127313418,C127413603,C144133560,C159985019,C162324750,C41008148,C42360764,C192562407,C33923547,C66862320,C21547014,C2778648169,C206729178,C110354214,C2780451532,C18903297,C21883318,C26517878,C38652104,C56739046,C86803240,C111919701,C177264268",https://api.openalex.org/works?filter=institutions.id:I4210094193,2023-06-08,2022-02-02
I4210095749,https://ror.org/00b7g1a82,Reformed Theological Institute,education,http://www.rtsk.org,,3,6,0,1,0,KR,South Korea,,Seoul,37.564472,126.97718,,I4210095749,,,"C144024400,C71924100,C27206212,C138885662,C126322002,C162324750,C55493867,C72563966,C86803240,C95457728,C98184364,C105795698,C107993555,C111472728,C127313418,C134018914,C142724271,C145236788,C149923435,C151730666,C155785087,C166957645,C185592680,C190253527,C191795146",https://api.openalex.org/works?filter=institutions.id:I4210095749,2023-06-08,2022-02-02
I4210096469,https://ror.org/00rmh4k73,Evotec (India),company,https://www.evotec.com,,4,6,0,1,0,IN,India,,Mumbai,19.076523,72.84989,I4210130816,I4210096469,,,"C121332964,C521977710,C112930515,C86803240,C159985019,C127413603,C166940927,C46141821,C2779989194,C15920480,C71924100,C178790620,C144133560,C185592680,C192562407,C88380143,C90673727,C97355855,C98274493,C108827166,C111472728,C111919701,C116865082,C117671659,C118552586",https://api.openalex.org/works?filter=institutions.id:I4210096469,2023-06-08,2022-02-02
I4210106774,https://ror.org/01mkr0b50,InsightFinder (United States),company,https://insightfinder.com/,,2,6,0,1,0,US,United States,New York,New York,40.720203,-73.998695,,I4210106774,,,"C111919701,C17744445,C41008148,C79974875,C199539241,C86803240,C97686452,C111065885,C115903868,C120314980,C127413603,C139719470,C149091818,C162324750,C175444787,C177264268,C178059732,C186846655,C199360897,C529173508,C548217200,C2776760102,C2777904410,C1009929,C2778348673",https://api.openalex.org/works?filter=institutions.id:I4210106774,2023-06-08,2022-02-02
I4210106893,https://ror.org/01mv87107,Top-Vu Technology (United States),company,http://www.topvu.com/,,3,6,0,1,0,US,United States,Minnesota,Saint Paul,45.072132,-93.22075,,I4210106893,,,"C41008148,C121332964,C127413603,C192562407,C49040817,C62520636,C120665830,C171250308,C119599485,C37977207,C76155785,C94915269,C111368507,C111919701,C127313418,C133386390,C136525101,C142724271,C145667562,C158355884,C159985019,C165005293,C165801399,C172385210,C178790620",https://api.openalex.org/works?filter=institutions.id:I4210106893,2023-06-08,2022-02-02
I4210108570,https://ror.org/016m9ee75,Fatima Groups United,other,https://fgu.ie,,1,6,0,1,0,IE,Ireland,,Dublin,53.334858,-6.299425,,I4210108570,,,"C1862650,C15744967,C19165224,C26760741,C56995899,C58640448,C62520636,C71924100,C74909509,C86803240,C99508421,C111472728,C118552586,C121332964,C124952713,C138885662,C142362112,C144024400,C144133560,C147446459,C153349607,C159110408,C162853370,C169760540,C205649164",https://api.openalex.org/works?filter=institutions.id:I4210108570,2023-06-08,2022-02-02
I4210109878,https://ror.org/017snsh34,Institución Universitaria Latina,education,https://unilatina.edu.co/,,4,6,1.0,1,0,CO,Colombia,,Bogotá,4.6326,-74.06144,,I4210109878,,,"C15708023,C138885662,C142362112,C17744445,C144024400",https://api.openalex.org/works?filter=institutions.id:I4210109878,2023-06-08,2022-02-02
I4210110557,https://ror.org/01t7x8s02,Boston Educational Development Foundation,nonprofit,http://www.bedf.org/,,2,6,0,1,0,US,United States,Massachusetts,Boston,42.330154,-71.083855,,I4210110557,,,"C153349607,C142362112,C124952713,C199539241,C41008148,C17744445,C44877443,C49774154,C52119013,C59822182,C86803240,C95457728,C97002063,C121332964,C121684516,C127313418,C136764020,C144024400,C145420912,C151730666,C161191863,C199360897,C205649164,C502989409,C519580073",https://api.openalex.org/works?filter=institutions.id:I4210110557,2023-06-08,2022-02-02
I4210112193,https://ror.org/0204m7391,"Drs. Quinn, Foster & Associates",other,http://visionsource-athenseyecare.com/,,3,6,0,2,0,US,United States,Ohio,Athens,39.331333,-82.12089,,I4210112193,,,"C86803240,C71924100,C177713679,C55493867,C60644358,C98274493,C100406419,C111368507,C126322002,C127313418,C127413603,C142724271,C159110408,C159985019,C160735492,C162284963,C162324750,C170493617,C185592680,C187320778,C192562407,C199539241,C203014093,C512399662,C535046627",https://api.openalex.org/works?filter=institutions.id:I4210112193,2023-06-08,2022-02-02
I4210112532,https://ror.org/01tcmg746,Knox Medical Diagnostics (United States),company,http://www.knox.co/,,1,6,0,1,0,US,United States,California,San Francisco,37.77439,-122.39964,,I4210112532,,,"C13801280,C59822182,C86803240,C127313418,C151730666",https://api.openalex.org/works?filter=institutions.id:I4210112532,2023-06-08,2022-02-02
I4210113272,https://ror.org/027qm5t47,FitzGerald Nurseries (Ireland),company,https://fitzgerald-nurseries.com/,,18,6,0,2,0,IE,Ireland,,Kilkenny,52.52168,-7.21071,,I4210113272,,,"C17744445,C162324750,C144133560,C199539241,C86803240,C138885662,C2780623531,C41895202,C41008148,C71924100,C144024400,C18903297,C91306197,C126322002,C190253527,C10138342,C2776034101,C3116431,C38652104,C142724271",https://api.openalex.org/works?filter=institutions.id:I4210113272,2023-06-08,2022-02-02
I4210114696,https://ror.org/0336mg751,FutureSoft (United States),company,http://www.futuresoft.com/,,1,6,0,1,0,US,United States,Texas,Houston,29.800383,-95.55754,,I4210114696,,,"C1862650,C54355233,C71924100,C81603835,C86803240,C98274493,C126322002,C138816342,C142462285,C142724271,C155164915,C159047783,C159110408,C203014093,C512399662,C2522874641,C2993143319,C3013748606",https://api.openalex.org/works?filter=institutions.id:I4210114696,2023-06-08,2022-02-02
I4210115990,https://ror.org/024m3bm98,Biblioteca Metropolitană București,archive,https://www.bibmet.ro/,,1,6,0,1,0,RO,Romania,,Bucharest,44.44411,26.097256,,I4210115990,,,"C14036430,C15744967,C28826006,C33923547,C41008148,C41895202,C52079815,C54355233,C62520636,C71924100,C78458016,C86803240,C95444343,C97355855,C99454951,C110121322,C120665830,C121332964,C121864883,C134306372,C138885662,C144024400,C149333683,C149923435,C169760540",https://api.openalex.org/works?filter=institutions.id:I4210115990,2023-06-08,2022-02-02
I4210116397,https://ror.org/02ggx8458,Vuab Pharma (Czechia),company,http://www.vuab.cz/en/,,3,6,0,2,0,CZ,Czechia,,Roztoky,50.161472,14.400204,,I4210116397,,,"C121332964,C199360897,C111919701,C43617362,C145148216,C55493867,C41008148,C178790620,C179998833,C185592680,C86803240,C62520636,C40684141,C50522688,C51989270,C53844881,C54355233,C56739046,C71924100,C71987851,C73826308,C89423630,C97355855,C98045186,C102931765",https://api.openalex.org/works?filter=institutions.id:I4210116397,2023-06-08,2022-02-02
I4210116960,https://ror.org/02f1cca66,Center for Reform of School Systems,nonprofit,http://crss.org/,,3,6,0,1,0,US,United States,Texas,Houston,29.799313,-95.3932,,I4210116960,,,"C144024400,C17744445,C33923547,C145420912,C39549134,C19417346,C15744967,C139676723,C144133560,C162324750,C162853370,C175444787,C185592680,C187736073,C199539241,C2776911728,C3116431,C2779463800,C8010536,C9233905,C10138342,C27206212,C134306372,C138885662",https://api.openalex.org/works?filter=institutions.id:I4210116960,2023-06-08,2022-02-02
I4210120289,https://ror.org/01v4jae87,BTS Software Solutions (United States),company,https://www.unleashbts.com/,,3,6,0,1,0,US,United States,Maryland,Columbia,39.20202,-76.81445,,I4210120289,,,"C185592680,C71924100,C86803240,C203014093,C54355233,C524204448,C104317684,C126322002,C55493867,C2779134260,C41091548,C2781197716,C8891405,C142724271,C3008058167,C78519656,C78548338,C81081738,C97355855,C105795698,C105923489,C111919701,C115961682,C116675565,C118552586",https://api.openalex.org/works?filter=institutions.id:I4210120289,2023-06-08,2022-02-02
I4210121889,https://ror.org/02bfx2y10,Innovationstransfer- und Forschungsinstitut Schwerin,nonprofit,http://www.itf-schwerin.de/,,1,6,0,1,0,DE,Germany,,Schwerin,53.60615,11.425599,,I4210121889,,,"C40700,C17744445,C18903297,C36289849,C41008148,C50522688,C83864248,C86803240,C111919701,C117671659,C124952713,C127413603,C135397884,C142362112,C144024400,C144133560,C151719136,C162324750,C185874996,C188087704,C199539241,C2988118331",https://api.openalex.org/works?filter=institutions.id:I4210121889,2023-06-08,2022-02-02
I4210122491,https://ror.org/02825cc16,Wood Tobé-Coburn School,education,http://woodtobecoburn.edu/,,1,6,0,1,0,US,United States,New York,New York,40.75173,-73.98133,,I4210122491,,,"C15744967,C17744445,C19417346,C33923547,C44877443,C88610354,C144024400,C145420912,C199539241",https://api.openalex.org/works?filter=institutions.id:I4210122491,2023-06-08,2022-02-02
I4210122677,https://ror.org/023ra7e85,Allen Public Library,archive,https://www.cityofallen.org/900/Allen-Public-Library,,2,6,0,2,0,US,United States,Texas,Allen,33.106216,-96.671135,,I4210122677,,,"C71924100,C15744967,C54355233,C61434518,C78519656,C86803240,C118552586,C121608353,C126322002,C126838900,C127413603,C141071460,C159985019,C164705383,C191897082,C192562407,C526805850,C2776268601,C2778456384,C2778527123,C8443397,C2778583881",https://api.openalex.org/works?filter=institutions.id:I4210122677,2023-06-08,2022-02-02
I4210126132,https://ror.org/02pvadn84,Geisteswissenschaftliche Zentren Berlin,other,http://www.gwz-berlin.de/,,5,6,0,2,0,DE,Germany,,Berlin,52.42822,13.202319,,I4210126132,,,"C138885662,C17744445,C187736073,C162324750,C33923547,C199539241,C41895202,C204321447,C154945302,C142362112,C111472728,C144024400,C95457728,C41008148",https://api.openalex.org/works?filter=institutions.id:I4210126132,2023-06-08,2022-02-02
I4210128943,https://ror.org/0315pp027,Math Learning Center,nonprofit,http://www.mathlearningcenter.org/,,6,6,0,2,0,US,United States,Oregon,Salem,44.921253,-123.01947,,I4210128943,,,"C15744967,C145420912,C33923547,C41008148,C144024400,C187736073,C41895202,C95457728,C542102704,C2779363792,C138885662,C162324750,C19417346",https://api.openalex.org/works?filter=institutions.id:I4210128943,2023-06-08,2022-02-02
I4210130214,https://ror.org/02gx5k306,Lexion Medical (United States),company,https://www.lexionmedical.com/,,4,6,0,1,0,US,United States,Minnesota,Saint Paul,44.96721,-93.122765,,I4210130214,,,"C71924100,C121332964,C127413603,C61434518,C58874564,C205649164,C548081761,C2780047204,C141071460,C153294291,C42219234,C178790620,C126838900,C185592680,C134018914,C136229726,C138885662,C142724271,C178802073,C204787440,C2776892627,C2777626661,C2778074680,C2778746874,C2780385302",https://api.openalex.org/works?filter=institutions.id:I4210130214,2023-06-08,2022-02-02
I4210134720,https://ror.org/03jm2w382,Gulf of Alaska Keeper,nonprofit,http://www.goak.org/,,1,6,0,1,0,US,United States,Alaska,Girdwood,60.956997,-149.16092,,I4210134720,,,"C8891405,C54355233,C71924100,C86803240,C99454951,C144024400,C149923435,C150903083,C153911025,C159654299,C159985019,C178790620,C185592680,C192562407,C203014093,C207001950,C505870484,C2777887337,C2779363728,C2781005124,C2908647359,C2909208804",https://api.openalex.org/works?filter=institutions.id:I4210134720,2023-06-08,2022-02-02
I4210137264,https://ror.org/035scsv55,Sandberg Development (Sweden),company,http://www.sandbergdevelopment.com/en/,,1,6,0,1,0,SE,Sweden,,Malmo,55.572674,13.052377,,I4210137264,,,"C21880701,C39432304,C127413603,C139719470,C162324750,C175444787,C2778348673",https://api.openalex.org/works?filter=institutions.id:I4210137264,2023-06-08,2022-02-02
I4210138600,https://ror.org/03rs4qr46,MIMOT (Germany),company,http://www.mimot.de/,,8,6,0,2,0,DE,Germany,,Loerrach,47.624607,7.655856,,I4210138600,,,"C71924100,C50522688,C162324750,C17744445,C199539241,C144133560,C160735492,C142724271,C126322002,C99454951,C2779703844,C162118730,C33923547,C105795698,C86803240,C194828623,C134018914,C41008148,C41895202,C159110408,C95457728,C187212893,C166957645,C154775046,C138885662",https://api.openalex.org/works?filter=institutions.id:I4210138600,2023-06-08,2022-02-02
I4210143283,https://ror.org/03c9pj817,Tanganyika Law Society,nonprofit,https://tls.or.tz/,,8,6,0,1,0,TZ,Tanzania,,Dar es Salaam,-6.774057,39.26094,,I4210143283,,,"C199539241,C162324750,C17744445,C144024400,C2549261,C2779357621,C45355965,C39432304,C144133560,C95457728,C91375879,C205649164,C86803240,C41008148,C18903297,C169437150,C15744967,C2779777834,C33923547,C190253527,C3116431,C199360897,C138885662,C2776034101,C86615163",https://api.openalex.org/works?filter=institutions.id:I4210143283,2023-06-08,2022-02-02
I4210144245,https://ror.org/03d0ft388,Bank für Tirol und Vorarlberg,other,http://www.btv.at/en/,,1,6,3.0,1,0,AT,Austria,,Innsbruck,48.204693,16.369377,,I4210144245,,,"C5900021,C10138342,C43617362,C69738904,C78519656,C86803240,C95457728,C97355855,C106159729,C121332964,C127313418,C127413603,C139719470,C144133560,C144929662,C151730666,C162324750,C166957645,C175025494,C185592680,C191897082,C192562407,C198531522,C204036174,C205649164",https://api.openalex.org/works?filter=institutions.id:I4210144245,2023-06-08,2022-02-02
I4210145404,https://ror.org/04q2mdb48,Ekonomska Šola Murska Sobota,education,http://www.ekonomska-ms.si/,,7,6,0,1,0,SI,Slovenia,,Murska Sobota,46.665684,16.181025,,I4210145404,,,"C121332964,C138885662,C41008148,C15708023,C62520636,C142362112,C120665830,C26873012",https://api.openalex.org/works?filter=institutions.id:I4210145404,2023-06-08,2022-02-02
I4210146835,https://ror.org/05ez2gd39,Digital Engineering and Test Centre,other,http://detc.uk/,,3,6,0,1,0,GB,United Kingdom,,London,51.548325,-0.023561,,I4210146835,,,"C162324750,C144133560,C10138342,C127413603,C138885662,C86803240,C78519656,C41008148,C121332964,C154945302,C38652104,C39432304,C39549134,C41895202,C48103436,C54355233,C55493867,C62520636,C71924100,C91375879,C91417265,C97355855,C98184364,C105795698,C106159729",https://api.openalex.org/works?filter=institutions.id:I4210146835,2023-06-08,2022-02-02
I4210147995,https://ror.org/05mrcfm45,Nes Naturaleza,other,http://www.nesnaturaleza.com/en,,3,6,0,1,0,CO,Colombia,,Bogotá,4.716643,-74.08825,,I4210147995,,,"C205649164,C142362112,C86803240,C39389867,C39432304,C91375879,C95457728,C107826830,C127313418,C138885662,C144133560,C151730666,C162324750,C166957645,C187736073,C526734887,C2776608160,C10138342,C2777682447,C15708023,C17744445",https://api.openalex.org/works?filter=institutions.id:I4210147995,2023-06-08,2022-02-02
I4210149047,https://ror.org/04v0nw239,Hellenic Society of Medical Education,government,http://iatros.org/,,2,6,0,2,0,GR,Greece,,Athens,37.99108,23.74069,,I4210149047,,,"C138885662,C199539241,C17744445,C111472728,C71924100,C124952713,C126322002,C141071460,C142362112,C159110408,C542102704,C2776639384,C2779018934,C2779421831,C2780879335,C2780900520,C2911091166,C2994186709,C3018228033,C11171543,C3019123509,C15744967,C27206212,C41008148",https://api.openalex.org/works?filter=institutions.id:I4210149047,2023-06-08,2022-02-02
I4210150055,https://ror.org/04ms3vt90,Ten Medical Design (Sweden),company,http://10md.se,,4,6,0,1,0,SE,Sweden,,Gothenburg,57.691,11.971904,,I4210150055,,,"C71924100,C120665830,C121332964,C17744445,C41008148,C42972112,C54355233,C56995899,C62520636,C75088862,C86803240,C95457728,C105636585,C126838900,C136764020,C140505726,C141071460,C144024400,C144133560,C148325268,C153385146,C161191863,C162853370,C166957645,C185544564",https://api.openalex.org/works?filter=institutions.id:I4210150055,2023-06-08,2022-02-02
I4210150165,https://ror.org/04tfcjh39,Child Rights Foundation,nonprofit,https://hintalovon.hu/en,,2,6,0,1,0,HU,Hungary,,Budapest,47.506104,19.022303,,I4210150165,,,"C15744967,C71924100,C77805123,C86803240,C33923547,C41008148,C41895202,C47177190,C50522688,C59822182,C67363961,C70410870,C111472728,C118552586,C122980154,C123273963,C127313418,C134362201,C135215475,C136764020,C138496976,C138885662,C144024400,C145420912,C151730666",https://api.openalex.org/works?filter=institutions.id:I4210150165,2023-06-08,2022-02-02
I4210150945,https://ror.org/04vs51a50,Midtown Educational Foundation,nonprofit,http://www.midtown-metro.org/,,2,6,0,1,0,US,United States,Illinois,Chicago,41.872704,-87.66199,,I4210150945,,,"C162324750,C111472728,C138885662,C27206212,C142362112,C33923547,C17744445,C41008148,C55587333,C74916050,C81314981,C95457728,C105795698,C118084267,C127413603,C133425853,C139719470,C144024400,C144133560,C149782125,C153349607,C153606108,C154945302,C166957645,C175444787",https://api.openalex.org/works?filter=institutions.id:I4210150945,2023-06-08,2022-02-02
I4210151928,https://ror.org/04dwnx646,Smi Human (Norway),company,http://smihuman.no/,,1,6,0,1,0,NO,Norway,,Stavanger,58.933205,5.705162,,I4210151928,,,"C2524010,C12713177,C33923547,C41008148,C41895202,C56739046,C63428231,C127413603,C138885662,C142362112,C143219415,C144133560,C153349607,C154945302,C162324750,C162853370,C186037533,C187736073,C195094911,C539667460",https://api.openalex.org/works?filter=institutions.id:I4210151928,2023-06-08,2022-02-02
I4210154587,https://ror.org/055jj1035,Tile Films (Ireland),company,http://tilefilms.ie/,,2,6,0,1,0,IE,Ireland,,Dublin,53.29038,-6.132248,,I4210154587,,,"C17744445,C41008148,C41895202,C76155785,C77088390,C79158427,C95457728,C107457646,C111919701,C119599485,C124101348,C124952713,C127413603,C138885662,C142362112,C153349607,C154945302,C177264268,C194969405,C199033989,C199360897,C2522767166,C2776459999,C2776538412",https://api.openalex.org/works?filter=institutions.id:I4210154587,2023-06-08,2022-02-02
I4210155848,https://ror.org/05236ad29,Sagamihara City Museum,archive,http://sagamiharacitymuseum.jp/,,5,6,0,1,0,JP,Japan,,Machida,35.55918,139.39302,,I4210155848,,,"C2781311116,C151730666,C17409809,C178790620,C185592680,C121332964,C62520636,C127313418,C86803240,C6494504,C109007969,C138170599,C166957645,C114793014,C95457728,C205649164,C5900021",https://api.openalex.org/works?filter=institutions.id:I4210155848,2023-06-08,2022-02-02
